# ADV_LAMBDAS=[5, 20, 50, 150] CF_LAMBDAS=[50, 200, 500, 1500] (plus lambda=0 as adversary=none)
# PREREG_LAMBDA adv=20 cf=200 (secondary table only)
# 8 datasets x 2 decoders x 5 seeds
model	cond	adv	lam	di	seed	dataset	dec	tag
SCVI	0	barycenter	150	10	0	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam150_s0
SCVI	0	discriminator	5	1	1	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam5_s1
SCVI	0	discriminator	20	1	1	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam20_s1
SCVI	0	discriminator	50	1	1	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam50_s1
SCVI	0	discriminator	150	1	1	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam150_s1
SCVI	0	reference	5	10	1	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam5_s1
SCVI	0	reference	20	10	1	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam20_s1
SCVI	0	reference	50	10	1	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam50_s1
SCVI	0	reference	150	10	1	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam150_s1
SCVI	0	pooled	5	10	1	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam5_s1
SCVI	0	pooled	20	10	1	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam20_s1
SCVI	0	pooled	50	10	1	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam50_s1
SCVI	0	pooled	150	10	1	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam150_s1
SCVI	0	barycenter	5	10	1	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam5_s1
SCVI	0	barycenter	20	10	1	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam20_s1
SCVI	0	barycenter	50	10	1	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam50_s1
SCVI	0	barycenter	150	10	1	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam150_s1
SCVI	0	discriminator	5	1	2	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam5_s2
SCVI	0	discriminator	20	1	2	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam20_s2
SCVI	0	discriminator	50	1	2	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam50_s2
SCVI	0	discriminator	150	1	2	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam150_s2
SCVI	0	reference	5	10	2	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam5_s2
SCVI	0	reference	20	10	2	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam20_s2
SCVI	0	reference	50	10	2	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam50_s2
SCVI	0	reference	150	10	2	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam150_s2
SCVI	0	pooled	5	10	2	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam5_s2
SCVI	0	pooled	20	10	2	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam20_s2
SCVI	0	pooled	50	10	2	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam50_s2
SCVI	0	pooled	150	10	2	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam150_s2
SCVI	0	barycenter	5	10	2	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam5_s2
SCVI	0	barycenter	20	10	2	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam20_s2
SCVI	0	barycenter	50	10	2	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam50_s2
SCVI	0	barycenter	150	10	2	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam150_s2
SCVI	0	discriminator	5	1	3	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam5_s3
SCVI	0	discriminator	20	1	3	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam20_s3
SCVI	0	discriminator	50	1	3	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam50_s3
SCVI	0	discriminator	150	1	3	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam150_s3
SCVI	0	reference	5	10	3	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam5_s3
SCVI	0	reference	20	10	3	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam20_s3
SCVI	0	reference	50	10	3	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam50_s3
SCVI	0	reference	150	10	3	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam150_s3
SCVI	0	pooled	5	10	3	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam5_s3
SCVI	0	pooled	20	10	3	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam20_s3
SCVI	0	pooled	50	10	3	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam50_s3
SCVI	0	pooled	150	10	3	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam150_s3
SCVI	0	barycenter	5	10	3	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam5_s3
SCVI	0	barycenter	20	10	3	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam20_s3
SCVI	0	barycenter	50	10	3	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam50_s3
SCVI	0	barycenter	150	10	3	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam150_s3
SCVI	0	discriminator	5	1	4	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam5_s4
SCVI	0	discriminator	20	1	4	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam20_s4
SCVI	0	discriminator	50	1	4	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam50_s4
SCVI	0	discriminator	150	1	4	atac_large	nl	atac_large_XZ_nl_uncond_discriminator_lam150_s4
SCVI	0	reference	5	10	4	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam5_s4
SCVI	0	reference	20	10	4	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam20_s4
SCVI	0	reference	50	10	4	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam50_s4
SCVI	0	reference	150	10	4	atac_large	nl	atac_large_XZ_nl_uncond_reference_lam150_s4
SCVI	0	pooled	5	10	4	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam5_s4
SCVI	0	pooled	20	10	4	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam20_s4
SCVI	0	pooled	50	10	4	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam50_s4
SCVI	0	pooled	150	10	4	atac_large	nl	atac_large_XZ_nl_uncond_pooled_lam150_s4
SCVI	0	barycenter	5	10	4	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam5_s4
SCVI	0	barycenter	20	10	4	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam20_s4
SCVI	0	barycenter	50	10	4	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam50_s4
SCVI	0	barycenter	150	10	4	atac_large	nl	atac_large_XZ_nl_uncond_barycenter_lam150_s4
LinearSCVI	0	mmd	50	1	0	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam50_s0
LinearSCVI	0	mmd	200	1	0	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam200_s0
LinearSCVI	0	mmd	500	1	0	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam500_s0
LinearSCVI	0	mmd	1500	1	0	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam1500_s0
LinearSCVI	0	sinkhorn	50	1	0	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam50_s0
LinearSCVI	0	sinkhorn	200	1	0	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam200_s0
LinearSCVI	0	sinkhorn	500	1	0	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam500_s0
LinearSCVI	0	sinkhorn	1500	1	0	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam1500_s0
LinearSCVI	0	mmd	50	1	1	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam50_s1
LinearSCVI	0	mmd	200	1	1	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam200_s1
LinearSCVI	0	mmd	500	1	1	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam500_s1
LinearSCVI	0	mmd	1500	1	1	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam1500_s1
LinearSCVI	0	sinkhorn	50	1	1	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam50_s1
LinearSCVI	0	sinkhorn	200	1	1	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam200_s1
LinearSCVI	0	sinkhorn	500	1	1	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam500_s1
LinearSCVI	0	sinkhorn	1500	1	1	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam1500_s1
LinearSCVI	0	mmd	50	1	2	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam50_s2
LinearSCVI	0	mmd	200	1	2	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam200_s2
LinearSCVI	0	mmd	500	1	2	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam500_s2
LinearSCVI	0	mmd	1500	1	2	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam1500_s2
LinearSCVI	0	sinkhorn	50	1	2	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam50_s2
LinearSCVI	0	sinkhorn	200	1	2	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam200_s2
LinearSCVI	0	sinkhorn	500	1	2	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam500_s2
LinearSCVI	0	sinkhorn	1500	1	2	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam1500_s2
LinearSCVI	0	mmd	50	1	3	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam50_s3
LinearSCVI	0	mmd	200	1	3	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam200_s3
LinearSCVI	0	mmd	500	1	3	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam500_s3
LinearSCVI	0	mmd	1500	1	3	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam1500_s3
LinearSCVI	0	sinkhorn	50	1	3	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam50_s3
LinearSCVI	0	sinkhorn	200	1	3	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam200_s3
LinearSCVI	0	sinkhorn	500	1	3	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam500_s3
LinearSCVI	0	sinkhorn	1500	1	3	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam1500_s3
LinearSCVI	0	mmd	50	1	4	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam50_s4
LinearSCVI	0	mmd	200	1	4	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam200_s4
LinearSCVI	0	mmd	500	1	4	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam500_s4
LinearSCVI	0	mmd	1500	1	4	pancreas	lin	pancreas_XZ_lin_uncond_mmd_lam1500_s4
LinearSCVI	0	sinkhorn	50	1	4	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam50_s4
LinearSCVI	0	sinkhorn	200	1	4	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam200_s4
LinearSCVI	0	sinkhorn	500	1	4	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam500_s4
LinearSCVI	0	sinkhorn	1500	1	4	pancreas	lin	pancreas_XZ_lin_uncond_sinkhorn_lam1500_s4
SCVI	0	mmd	50	1	0	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam50_s0
SCVI	0	mmd	200	1	0	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam200_s0
SCVI	0	mmd	500	1	0	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam500_s0
SCVI	0	mmd	1500	1	0	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam1500_s0
SCVI	0	sinkhorn	50	1	0	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam50_s0
SCVI	0	sinkhorn	200	1	0	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam200_s0
SCVI	0	sinkhorn	500	1	0	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam500_s0
SCVI	0	sinkhorn	1500	1	0	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam1500_s0
SCVI	0	mmd	50	1	1	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam50_s1
SCVI	0	mmd	200	1	1	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam200_s1
SCVI	0	mmd	500	1	1	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam500_s1
SCVI	0	mmd	1500	1	1	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam1500_s1
SCVI	0	sinkhorn	50	1	1	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam50_s1
SCVI	0	sinkhorn	200	1	1	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam200_s1
SCVI	0	sinkhorn	500	1	1	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam500_s1
SCVI	0	sinkhorn	1500	1	1	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam1500_s1
SCVI	0	mmd	50	1	2	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam50_s2
SCVI	0	mmd	200	1	2	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam200_s2
SCVI	0	mmd	500	1	2	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam500_s2
SCVI	0	mmd	1500	1	2	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam1500_s2
SCVI	0	sinkhorn	50	1	2	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam50_s2
SCVI	0	sinkhorn	200	1	2	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam200_s2
SCVI	0	sinkhorn	500	1	2	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam500_s2
SCVI	0	sinkhorn	1500	1	2	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam1500_s2
SCVI	0	mmd	50	1	3	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam50_s3
SCVI	0	mmd	200	1	3	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam200_s3
SCVI	0	mmd	500	1	3	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam500_s3
SCVI	0	mmd	1500	1	3	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam1500_s3
SCVI	0	sinkhorn	50	1	3	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam50_s3
SCVI	0	sinkhorn	200	1	3	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam200_s3
SCVI	0	sinkhorn	500	1	3	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam500_s3
SCVI	0	sinkhorn	1500	1	3	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam1500_s3
SCVI	0	mmd	50	1	4	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam50_s4
SCVI	0	mmd	200	1	4	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam200_s4
SCVI	0	mmd	500	1	4	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam500_s4
SCVI	0	mmd	1500	1	4	pancreas	nl	pancreas_XZ_nl_uncond_mmd_lam1500_s4
SCVI	0	sinkhorn	50	1	4	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam50_s4
SCVI	0	sinkhorn	200	1	4	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam200_s4
SCVI	0	sinkhorn	500	1	4	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam500_s4
SCVI	0	sinkhorn	1500	1	4	pancreas	nl	pancreas_XZ_nl_uncond_sinkhorn_lam1500_s4
LinearSCVI	0	mmd	50	1	0	immune	lin	immune_XZ_lin_uncond_mmd_lam50_s0
LinearSCVI	0	mmd	200	1	0	immune	lin	immune_XZ_lin_uncond_mmd_lam200_s0
LinearSCVI	0	mmd	500	1	0	immune	lin	immune_XZ_lin_uncond_mmd_lam500_s0
LinearSCVI	0	mmd	1500	1	0	immune	lin	immune_XZ_lin_uncond_mmd_lam1500_s0
LinearSCVI	0	sinkhorn	50	1	0	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam50_s0
LinearSCVI	0	sinkhorn	200	1	0	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam200_s0
LinearSCVI	0	sinkhorn	500	1	0	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam500_s0
LinearSCVI	0	sinkhorn	1500	1	0	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam1500_s0
LinearSCVI	0	mmd	50	1	1	immune	lin	immune_XZ_lin_uncond_mmd_lam50_s1
LinearSCVI	0	mmd	200	1	1	immune	lin	immune_XZ_lin_uncond_mmd_lam200_s1
LinearSCVI	0	mmd	500	1	1	immune	lin	immune_XZ_lin_uncond_mmd_lam500_s1
LinearSCVI	0	mmd	1500	1	1	immune	lin	immune_XZ_lin_uncond_mmd_lam1500_s1
LinearSCVI	0	sinkhorn	50	1	1	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam50_s1
LinearSCVI	0	sinkhorn	200	1	1	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam200_s1
LinearSCVI	0	sinkhorn	500	1	1	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam500_s1
LinearSCVI	0	sinkhorn	1500	1	1	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam1500_s1
LinearSCVI	0	mmd	50	1	2	immune	lin	immune_XZ_lin_uncond_mmd_lam50_s2
LinearSCVI	0	mmd	200	1	2	immune	lin	immune_XZ_lin_uncond_mmd_lam200_s2
LinearSCVI	0	mmd	500	1	2	immune	lin	immune_XZ_lin_uncond_mmd_lam500_s2
LinearSCVI	0	mmd	1500	1	2	immune	lin	immune_XZ_lin_uncond_mmd_lam1500_s2
LinearSCVI	0	sinkhorn	50	1	2	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam50_s2
LinearSCVI	0	sinkhorn	200	1	2	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam200_s2
LinearSCVI	0	sinkhorn	500	1	2	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam500_s2
LinearSCVI	0	sinkhorn	1500	1	2	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam1500_s2
LinearSCVI	0	mmd	50	1	3	immune	lin	immune_XZ_lin_uncond_mmd_lam50_s3
LinearSCVI	0	mmd	200	1	3	immune	lin	immune_XZ_lin_uncond_mmd_lam200_s3
LinearSCVI	0	mmd	500	1	3	immune	lin	immune_XZ_lin_uncond_mmd_lam500_s3
LinearSCVI	0	mmd	1500	1	3	immune	lin	immune_XZ_lin_uncond_mmd_lam1500_s3
LinearSCVI	0	sinkhorn	50	1	3	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam50_s3
LinearSCVI	0	sinkhorn	200	1	3	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam200_s3
LinearSCVI	0	sinkhorn	500	1	3	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam500_s3
LinearSCVI	0	sinkhorn	1500	1	3	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam1500_s3
LinearSCVI	0	mmd	50	1	4	immune	lin	immune_XZ_lin_uncond_mmd_lam50_s4
LinearSCVI	0	mmd	200	1	4	immune	lin	immune_XZ_lin_uncond_mmd_lam200_s4
LinearSCVI	0	mmd	500	1	4	immune	lin	immune_XZ_lin_uncond_mmd_lam500_s4
LinearSCVI	0	mmd	1500	1	4	immune	lin	immune_XZ_lin_uncond_mmd_lam1500_s4
LinearSCVI	0	sinkhorn	50	1	4	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam50_s4
LinearSCVI	0	sinkhorn	200	1	4	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam200_s4
LinearSCVI	0	sinkhorn	500	1	4	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam500_s4
LinearSCVI	0	sinkhorn	1500	1	4	immune	lin	immune_XZ_lin_uncond_sinkhorn_lam1500_s4
SCVI	0	mmd	50	1	0	immune	nl	immune_XZ_nl_uncond_mmd_lam50_s0
SCVI	0	mmd	200	1	0	immune	nl	immune_XZ_nl_uncond_mmd_lam200_s0
SCVI	0	mmd	500	1	0	immune	nl	immune_XZ_nl_uncond_mmd_lam500_s0
SCVI	0	mmd	1500	1	0	immune	nl	immune_XZ_nl_uncond_mmd_lam1500_s0
SCVI	0	sinkhorn	50	1	0	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam50_s0
SCVI	0	sinkhorn	200	1	0	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam200_s0
SCVI	0	sinkhorn	500	1	0	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam500_s0
SCVI	0	sinkhorn	1500	1	0	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam1500_s0
SCVI	0	mmd	50	1	1	immune	nl	immune_XZ_nl_uncond_mmd_lam50_s1
SCVI	0	mmd	200	1	1	immune	nl	immune_XZ_nl_uncond_mmd_lam200_s1
SCVI	0	mmd	500	1	1	immune	nl	immune_XZ_nl_uncond_mmd_lam500_s1
SCVI	0	mmd	1500	1	1	immune	nl	immune_XZ_nl_uncond_mmd_lam1500_s1
SCVI	0	sinkhorn	50	1	1	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam50_s1
SCVI	0	sinkhorn	200	1	1	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam200_s1
SCVI	0	sinkhorn	500	1	1	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam500_s1
SCVI	0	sinkhorn	1500	1	1	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam1500_s1
SCVI	0	mmd	50	1	2	immune	nl	immune_XZ_nl_uncond_mmd_lam50_s2
SCVI	0	mmd	200	1	2	immune	nl	immune_XZ_nl_uncond_mmd_lam200_s2
SCVI	0	mmd	500	1	2	immune	nl	immune_XZ_nl_uncond_mmd_lam500_s2
SCVI	0	mmd	1500	1	2	immune	nl	immune_XZ_nl_uncond_mmd_lam1500_s2
SCVI	0	sinkhorn	50	1	2	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam50_s2
SCVI	0	sinkhorn	200	1	2	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam200_s2
SCVI	0	sinkhorn	500	1	2	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam500_s2
SCVI	0	sinkhorn	1500	1	2	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam1500_s2
SCVI	0	mmd	50	1	3	immune	nl	immune_XZ_nl_uncond_mmd_lam50_s3
SCVI	0	mmd	200	1	3	immune	nl	immune_XZ_nl_uncond_mmd_lam200_s3
SCVI	0	mmd	500	1	3	immune	nl	immune_XZ_nl_uncond_mmd_lam500_s3
SCVI	0	mmd	1500	1	3	immune	nl	immune_XZ_nl_uncond_mmd_lam1500_s3
SCVI	0	sinkhorn	50	1	3	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam50_s3
SCVI	0	sinkhorn	200	1	3	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam200_s3
SCVI	0	sinkhorn	500	1	3	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam500_s3
SCVI	0	sinkhorn	1500	1	3	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam1500_s3
SCVI	0	mmd	50	1	4	immune	nl	immune_XZ_nl_uncond_mmd_lam50_s4
SCVI	0	mmd	200	1	4	immune	nl	immune_XZ_nl_uncond_mmd_lam200_s4
SCVI	0	mmd	500	1	4	immune	nl	immune_XZ_nl_uncond_mmd_lam500_s4
SCVI	0	mmd	1500	1	4	immune	nl	immune_XZ_nl_uncond_mmd_lam1500_s4
SCVI	0	sinkhorn	50	1	4	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam50_s4
SCVI	0	sinkhorn	200	1	4	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam200_s4
SCVI	0	sinkhorn	500	1	4	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam500_s4
SCVI	0	sinkhorn	1500	1	4	immune	nl	immune_XZ_nl_uncond_sinkhorn_lam1500_s4
LinearSCVI	0	mmd	50	1	0	lung	lin	lung_XZ_lin_uncond_mmd_lam50_s0
LinearSCVI	0	mmd	200	1	0	lung	lin	lung_XZ_lin_uncond_mmd_lam200_s0
LinearSCVI	0	mmd	500	1	0	lung	lin	lung_XZ_lin_uncond_mmd_lam500_s0
LinearSCVI	0	mmd	1500	1	0	lung	lin	lung_XZ_lin_uncond_mmd_lam1500_s0
LinearSCVI	0	sinkhorn	50	1	0	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam50_s0
LinearSCVI	0	sinkhorn	200	1	0	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam200_s0
LinearSCVI	0	sinkhorn	500	1	0	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam500_s0
LinearSCVI	0	sinkhorn	1500	1	0	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam1500_s0
LinearSCVI	0	mmd	50	1	1	lung	lin	lung_XZ_lin_uncond_mmd_lam50_s1
LinearSCVI	0	mmd	200	1	1	lung	lin	lung_XZ_lin_uncond_mmd_lam200_s1
LinearSCVI	0	mmd	500	1	1	lung	lin	lung_XZ_lin_uncond_mmd_lam500_s1
LinearSCVI	0	mmd	1500	1	1	lung	lin	lung_XZ_lin_uncond_mmd_lam1500_s1
LinearSCVI	0	sinkhorn	50	1	1	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam50_s1
LinearSCVI	0	sinkhorn	200	1	1	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam200_s1
LinearSCVI	0	sinkhorn	500	1	1	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam500_s1
LinearSCVI	0	sinkhorn	1500	1	1	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam1500_s1
LinearSCVI	0	mmd	50	1	2	lung	lin	lung_XZ_lin_uncond_mmd_lam50_s2
LinearSCVI	0	mmd	200	1	2	lung	lin	lung_XZ_lin_uncond_mmd_lam200_s2
LinearSCVI	0	mmd	500	1	2	lung	lin	lung_XZ_lin_uncond_mmd_lam500_s2
LinearSCVI	0	mmd	1500	1	2	lung	lin	lung_XZ_lin_uncond_mmd_lam1500_s2
LinearSCVI	0	sinkhorn	50	1	2	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam50_s2
LinearSCVI	0	sinkhorn	200	1	2	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam200_s2
LinearSCVI	0	sinkhorn	500	1	2	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam500_s2
LinearSCVI	0	sinkhorn	1500	1	2	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam1500_s2
LinearSCVI	0	mmd	50	1	3	lung	lin	lung_XZ_lin_uncond_mmd_lam50_s3
LinearSCVI	0	mmd	200	1	3	lung	lin	lung_XZ_lin_uncond_mmd_lam200_s3
LinearSCVI	0	mmd	500	1	3	lung	lin	lung_XZ_lin_uncond_mmd_lam500_s3
LinearSCVI	0	mmd	1500	1	3	lung	lin	lung_XZ_lin_uncond_mmd_lam1500_s3
LinearSCVI	0	sinkhorn	50	1	3	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam50_s3
LinearSCVI	0	sinkhorn	200	1	3	lung	lin	lung_XZ_lin_uncond_sinkhorn_lam200_s3
